dataset,method,score,threshold,pr_auc,f1,precision,recall,tn,fp,fn,tp,pr_auc_ci_low,pr_auc_ci_high,f1_ci_low,f1_ci_high,precision_ci_low,precision_ci_high,recall_ci_low,recall_ci_high,bootstrap_n_effective
turning,cnn_ae,global_mse,0.00213364465162158,0.9799377372318678,0.9310344827586207,0.8709677419354839,1.0,44,4,0,27,0.9346863779287166,1.0,0.8363636363636363,0.9850746268656716,0.71875,0.9705882352941176,1.0,1.0,1000
turning,cnn_ae,global_mae,0.029932834208011627,0.9936507936507935,0.9285714285714286,0.896551724137931,0.9629629629629629,45,3,1,26,0.9756240953597274,1.0,0.8421052631578947,0.9850746268656716,0.75,1.0,0.8694927536231883,1.0,1000
turning,cnn_ae,ver_max,0.003496915567666292,0.9658312533783397,0.9152542372881356,0.84375,1.0,43,5,0,27,0.9032784152437224,0.9991310160427808,0.8161886376172091,0.9787451150673034,0.6894592476489029,0.958375,1.0,1.0,1000
turning,cnn_ae,ver_topk,0.002744321944192052,0.9682170635060856,0.9152542372881356,0.84375,1.0,43,5,0,27,0.9094125850695124,0.9999999999999999,0.8163265306122449,0.9811492281303602,0.6896551724137931,0.9629960317460317,1.0,1.0,1000
