dataset,method,score,cv_seed,cv_fold,threshold_protocol,threshold,validation_f1,validation_precision,validation_recall,n_train_nominal,n_eval,n_eval_chatter,n_eval_no_chatter,n_eval_runs,pr_auc,f1,precision,recall,tn,fp,fn,tp,bottleneck_dim,epochs_trained,best_val_loss
turning,cnn_ae,global_mse,42,0,nested_grouped_reused_pairwise_inner_best_f1,0.016414353623986244,0.6741573033707865,0.6976744186046512,0.6521739130434783,469,136,15,121,11,0.9759432234432234,0.42105263157894735,1.0,0.26666666666666666,121,0,11,4,16,2519,0.0016031087143346667
turning,cnn_ae,global_mae,42,0,nested_grouped_reused_pairwise_inner_best_f1,0.08842997252941132,0.5925925925925927,0.6857142857142857,0.5217391304347826,469,136,15,121,11,1.0,0.3333333333333333,1.0,0.2,121,0,12,3,16,2519,0.0016031087143346667
turning,cnn_ae,ver_max,42,0,nested_grouped_reused_pairwise_inner_best_f1,0.020134223625063896,0.7083333333333334,0.68,0.7391304347826086,469,136,15,121,11,0.8412847337847338,0.72,0.9,0.6,120,1,6,9,16,2519,0.0016031087143346667
turning,cnn_ae,ver_topk,42,0,nested_grouped_reused_pairwise_inner_best_f1,0.01892257295548916,0.6813186813186812,0.6888888888888889,0.6739130434782609,469,136,15,121,11,0.8746180671180671,0.6086956521739131,0.875,0.4666666666666667,120,1,8,7,16,2519,0.0016031087143346667
turning,cnn_ae,global_mse,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.02092035859823227,0.6666666666666666,0.8709677419354839,0.54,466,135,11,124,15,0.7269604133240497,0.6956521739130435,0.6666666666666666,0.7272727272727273,120,4,3,8,16,4000,0.005880949553102255
turning,cnn_ae,global_mae,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.09601562470197678,0.675,0.9,0.54,466,135,11,124,15,0.6867691744446549,0.7272727272727273,0.7272727272727273,0.7272727272727273,121,3,3,8,16,4000,0.005880949553102255
turning,cnn_ae,ver_max,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.04874550551176071,0.6582278481012658,0.896551724137931,0.52,466,135,11,124,15,0.7087110079204941,0.3333333333333333,0.42857142857142855,0.2727272727272727,120,4,8,3,16,4000,0.005880949553102255
turning,cnn_ae,ver_topk,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.03741753473877907,0.6666666666666666,0.9285714285714286,0.52,466,135,11,124,15,0.7068994137175956,0.6363636363636364,0.6363636363636364,0.6363636363636364,120,4,4,7,16,4000,0.005880949553102255
turning,cnn_ae,global_mse,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.0040859803557395935,0.763358778625954,0.625,0.9803921568627451,472,128,10,118,13,0.7621027501909854,0.6363636363636364,0.5833333333333334,0.7,113,5,3,7,16,2049,0.001094294828362763
turning,cnn_ae,global_mae,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.03905442729592323,0.7479674796747967,0.6388888888888888,0.9019607843137255,472,128,10,118,13,0.867936507936508,0.7619047619047619,0.7272727272727273,0.8,115,3,2,8,16,2049,0.001094294828362763
