dataset,method,score,cv_seed,cv_fold,threshold_protocol,threshold,validation_f1,validation_precision,validation_recall,n_train_nominal,n_eval,n_eval_chatter,n_eval_no_chatter,n_eval_runs,pr_auc,f1,precision,recall,tn,fp,fn,tp,bottleneck_dim,epochs_trained,best_val_loss
turning,cnn_ae,ver_max,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.005407222080975771,0.7580645161290323,0.6438356164383562,0.9215686274509803,472,128,10,118,13,0.6133549783549783,0.6666666666666666,0.5714285714285714,0.8,112,6,2,8,64,2168,0.0010215904330834746
turning,cnn_ae,ver_topk,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.00486190477386117,0.7666666666666666,0.6666666666666666,0.9019607843137255,472,128,10,118,13,0.70927105058684,0.72,0.6,0.9,112,6,1,9,64,2168,0.0010215904330834746
turning,cnn_ae,global_mse,42,3,nested_grouped_reused_pairwise_inner_best_f1,0.003340419614687562,0.75,0.6428571428571429,0.9,481,120,11,109,11,0.9924242424242424,0.8148148148148148,0.6875,1.0,104,5,0,11,64,1721,0.0009526487556286156
turning,cnn_ae,global_mae,42,3,nested_grouped_reused_pairwise_inner_best_f1,0.031410254538059235,0.7343749999999999,0.6025641025641025,0.94,481,120,11,109,11,0.9924242424242424,0.8461538461538461,0.7333333333333333,1.0,105,4,0,11,64,1721,0.0009526487556286156
turning,cnn_ae,ver_max,42,3,nested_grouped_reused_pairwise_inner_best_f1,0.004008276388049126,0.6760563380281689,0.5217391304347826,0.96,481,120,11,109,11,1.0,0.7096774193548387,0.55,1.0,100,9,0,11,64,1721,0.0009526487556286156
turning,cnn_ae,ver_topk,42,3,nested_grouped_reused_pairwise_inner_best_f1,0.0037232686299830675,0.711111111111111,0.5647058823529412,0.96,481,120,11,109,11,1.0,0.7096774193548387,0.55,1.0,100,9,0,11,64,1721,0.0009526487556286156
turning,cnn_ae,global_mse,42,4,nested_grouped_reused_pairwise_inner_best_f1,0.006281232461333275,0.7356321839080461,0.8,0.6808510638297872,472,132,14,118,13,0.7768601912235453,0.509090909090909,0.34146341463414637,1.0,91,27,0,14,64,4000,0.004443556070327759
turning,cnn_ae,global_mae,42,4,nested_grouped_reused_pairwise_inner_best_f1,0.0493151918053627,0.7901234567901235,0.9411764705882353,0.6808510638297872,472,132,14,118,13,0.7129062813936764,0.5098039215686274,0.35135135135135137,0.9285714285714286,94,24,1,13,64,4000,0.004443556070327759
turning,cnn_ae,ver_max,42,4,nested_grouped_reused_pairwise_inner_best_f1,0.012023741379380226,0.7250000000000001,0.8787878787878788,0.6170212765957447,472,132,14,118,13,0.7540143388357675,0.5909090909090909,0.43333333333333335,0.9285714285714286,101,17,1,13,64,4000,0.004443556070327759
turning,cnn_ae,ver_topk,42,4,nested_grouped_reused_pairwise_inner_best_f1,0.013427789323031902,0.7200000000000001,0.9642857142857143,0.574468085106383,472,132,14,118,13,0.75156881593217,0.6666666666666666,0.5454545454545454,0.8571428571428571,108,10,2,12,64,4000,0.004443556070327759
