dataset,method,score,cv_seed,cv_fold,threshold_protocol,threshold,validation_f1,validation_precision,validation_recall,n_train_nominal,n_eval,n_eval_chatter,n_eval_no_chatter,n_eval_runs,pr_auc,f1,precision,recall,tn,fp,fn,tp,bottleneck_dim,epochs_trained,best_val_loss,validation_f1_reference,validation_precision_reference,validation_recall_reference,pr_auc_reference,f1_reference,precision_reference,recall_reference,tn_reference,fp_reference,fn_reference,tp_reference,reference_dim,validation_f1_delta,validation_precision_delta,validation_recall_delta,pr_auc_delta,f1_delta,precision_delta,recall_delta,tn_delta,fp_delta,fn_delta,tp_delta
turning,cnn_ae,ver_max,42,0,nested_grouped_reused_pairwise_inner_best_f1,0.02763042226433754,0.5633802816901409,0.8,0.43478260869565216,469,136,15,121,11,0.913506956006956,0.967741935483871,0.9375,1.0,120,1,0,15,32,4000,0.005306706763803959,0.7083333333333334,0.68,0.7391304347826086,0.8412847337847338,0.72,0.9,0.6,120,1,6,9,16,-0.1449530516431925,0.12,-0.3043478260869565,0.07222222222222219,0.24774193548387102,0.03749999999999998,0.4,0,0,-6,6
turning,cnn_ae,ver_topk,42,0,nested_grouped_reused_pairwise_inner_best_f1,0.03102262318134308,0.5507246376811594,0.8260869565217391,0.41304347826086957,469,136,15,121,11,0.9913888888888889,0.9333333333333333,0.9333333333333333,0.9333333333333333,120,1,1,14,32,4000,0.005306706763803959,0.6813186813186812,0.6888888888888889,0.6739130434782609,0.8746180671180671,0.6086956521739131,0.875,0.4666666666666667,120,1,8,7,16,-0.1305940436375218,0.13719806763285025,-0.2608695652173913,0.11677082177082176,0.32463768115942027,0.05833333333333335,0.4666666666666667,0,0,-7,7
turning,cnn_ae,global_mse,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.013610035181045532,0.7083333333333334,0.7391304347826086,0.68,466,135,11,124,15,0.7269604133240497,0.5789473684210527,0.4074074074074074,1.0,108,16,0,11,32,4000,0.00588094862177968,0.6666666666666666,0.8709677419354839,0.54,0.7269604133240497,0.6956521739130435,0.6666666666666666,0.7272727272727273,120,4,3,8,16,0.04166666666666674,-0.13183730715287523,0.14,0.0,-0.1167048054919908,-0.25925925925925924,0.2727272727272727,-12,12,-3,3
turning,cnn_ae,global_mae,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.07605309784412384,0.7010309278350516,0.723404255319149,0.68,466,135,11,124,15,0.6867691744446549,0.5882352941176471,0.43478260869565216,0.9090909090909091,111,13,1,10,32,4000,0.00588094862177968,0.675,0.9,0.54,0.6867691744446549,0.7272727272727273,0.7272727272727273,0.7272727272727273,121,3,3,8,16,0.026030927835051565,-0.17659574468085104,0.14,0.0,-0.13903743315508021,-0.29249011857707513,0.18181818181818177,-10,10,-2,2
turning,cnn_ae,ver_max,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.022006239742040634,0.6938775510204083,0.7083333333333334,0.68,466,135,11,124,15,0.7087110079204941,0.6060606060606061,0.45454545454545453,0.9090909090909091,112,12,1,10,32,4000,0.00588094862177968,0.6582278481012658,0.896551724137931,0.52,0.7087110079204941,0.3333333333333333,0.42857142857142855,0.2727272727272727,120,4,8,3,16,0.03564970291914249,-0.18821839080459768,0.16000000000000003,0.0,0.27272727272727276,0.025974025974025983,0.6363636363636364,-8,8,-7,7
turning,cnn_ae,ver_topk,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.019956864416599274,0.6875,0.717391304347826,0.66,466,135,11,124,15,0.7068994137175956,0.6666666666666666,0.5,1.0,113,11,0,11,32,4000,0.00588094862177968,0.6666666666666666,0.9285714285714286,0.52,0.7068994137175956,0.6363636363636364,0.6363636363636364,0.6363636363636364,120,4,4,7,16,0.02083333333333337,-0.21118012422360255,0.14,0.0,0.030303030303030276,-0.13636363636363635,0.36363636363636365,-7,7,-4,4
turning,cnn_ae,global_mse,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.00392072694376111,0.7575757575757576,0.6172839506172839,0.9803921568627451,472,128,10,118,13,0.8476069681952035,0.75,0.6428571428571429,0.9,113,5,1,9,32,1742,0.0010841257171705365,0.763358778625954,0.625,0.9803921568627451,0.7621027501909854,0.6363636363636364,0.5833333333333334,0.7,113,5,3,7,16,-0.005783021050196457,-0.007716049382716084,0.0,0.08550421800421815,0.11363636363636365,0.059523809523809534,0.20000000000000007,0,0,-2,2
turning,cnn_ae,global_mae,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.03635596111416817,0.7596899224806201,0.6282051282051282,0.9607843137254902,472,128,10,118,13,0.8955542986425338,0.782608695652174,0.6923076923076923,0.9,114,4,1,9,32,1742,0.0010841257171705365,0.7479674796747967,0.6388888888888888,0.9019607843137255,0.867936507936508,0.7619047619047619,0.7272727272727273,0.8,115,3,2,8,16,0.011722442805823352,-0.010683760683760646,0.05882352941176472,0.02761779070602577,0.020703933747412084,-0.034965034965035,0.09999999999999998,-1,1,-1,1
turning,cnn_ae,ver_max,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.00940935593098402,0.6990291262135924,0.6923076923076923,0.7058823529411765,472,128,10,118,13,0.7595670995670994,0.5882352941176471,0.7142857142857143,0.5,116,2,5,5,32,1742,0.0010841257171705365,0.6950354609929078,0.5444444444444444,0.9607843137254902,0.6319901881743988,0.5833333333333334,0.5,0.7,111,7,3,7,16,0.003993665220684561,0.1478632478632479,-0.2549019607843137,0.12757691139270066,0.004901960784313708,0.2142857142857143,-0.19999999999999996,5,-5,2,-2
turning,cnn_ae,ver_topk,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.0066278427839279175,0.7368421052631577,0.6666666666666666,0.8235294117647058,472,128,10,118,13,0.7635397883849897,0.5714285714285714,0.5454545454545454,0.6,113,5,4,6,32,1742,0.0010841257171705365,0.7042253521126761,0.5494505494505495,0.9803921568627451,0.7288823216686994,0.5833333333333334,0.5,0.7,111,7,3,7,16,0.032616753150481625,0.11721611721611713,-0.1568627450980392,0.03465746671629033,-0.011904761904761973,0.045454545454545414,-0.09999999999999998,2,-2,1,-1
turning,cnn_ae,global_mse,42,3,nested_grouped_reused_pairwise_inner_best_f1,0.003540471661835909,0.5348837209302325,0.3770491803278688,0.92,481,120,11,109,11,1.0,0.7857142857142857,0.6470588235294118,1.0,103,6,0,11,32,1708,0.0009982584742829204,0.55,0.4,0.88,0.9805194805194806,0.8461538461538461,0.7333333333333333,1.0,105,4,0,11,16,-0.015116279069767535,-0.022950819672131195,0.040000000000000036,0.01948051948051943,-0.06043956043956045,-0.08627450980392148,0.0,-2,2,0,0
turning,cnn_ae,global_mae,42,3,nested_grouped_reused_pairwise_inner_best_f1,0.052146028727293015,0.5306122448979592,0.5416666666666666,0.52,481,120,11,109,11,0.9924242424242424,0.9565217391304348,0.9166666666666666,1.0,108,1,0,11,32,1708,0.0009982584742829204,0.5522388059701493,0.44047619047619047,0.74,0.9924242424242424,0.8461538461538461,0.7333333333333333,1.0,105,4,0,11,16,-0.021626561072190076,0.10119047619047616,-0.21999999999999997,0.0,0.11036789297658867,0.18333333333333335,0.0,3,-3,0,0
turning,cnn_ae,ver_max,42,3,nested_grouped_reused_pairwise_inner_best_f1,0.026241444051265717,0.5333333333333333,0.8,0.4,481,120,11,109,11,1.0,0.9,1.0,0.8181818181818182,109,0,2,9,32,1708,0.0009982584742829204,0.5436893203883495,0.5283018867924528,0.56,0.9757575757575757,0.8,0.7142857142857143,0.9090909090909091,105,4,1,10,16,-0.01035598705501617,0.2716981132075472,-0.16000000000000003,0.024242424242424288,0.09999999999999998,0.2857142857142857,-0.09090909090909083,4,-4,1,-1
turning,cnn_ae,ver_topk,42,3,nested_grouped_reused_pairwise_inner_best_f1,0.022493163123726845,0.5333333333333333,0.8,0.4,481,120,11,109,11,1.0,0.9,1.0,0.8181818181818182,109,0,2,9,32,1708,0.0009982584742829204,0.5402298850574713,0.3790322580645161,0.94,0.9757575757575757,0.7096774193548387,0.55,1.0,100,9,0,11,16,-0.006896551724137945,0.4209677419354839,-0.5399999999999999,0.024242424242424288,0.19032258064516128,0.44999999999999996,-0.18181818181818177,9,-9,2,-2
turning,cnn_ae,global_mse,42,4,nested_grouped_reused_pairwise_inner_best_f1,0.00405444810166955,0.7476635514018691,0.6666666666666666,0.851063829787234,472,132,14,118,13,0.7256548540161986,0.7222222222222222,0.5909090909090909,0.9285714285714286,109,9,1,13,32,2033,0.0013340737204998732,0.7297297297297298,1.0,0.574468085106383,0.6730875404788449,0.0,0.0,0.0,118,0,14,0,16,0.017933821672139305,-0.33333333333333337,0.276595744680851,0.052567313537353666,0.7222222222222222,0.5909090909090909,0.9285714285714286,-9,9,-13,13
turning,cnn_ae,global_mae,42,4,nested_grouped_reused_pairwise_inner_best_f1,0.04038392752408981,0.7916666666666665,0.7755102040816326,0.8085106382978723,472,132,14,118,13,0.7202716940045556,0.6666666666666666,0.625,0.7142857142857143,112,6,4,10,32,2033,0.0013340737204998732,0.7123287671232876,1.0,0.5531914893617021,0.7298705468809598,0.0,0.0,0.0,117,1,14,0,16,0.07933789954337889,-0.22448979591836737,0.25531914893617014,-0.009598852876404163,0.6666666666666666,0.625,0.7142857142857143,-5,5,-10,10
turning,cnn_ae,ver_max,42,4,nested_grouped_reused_pairwise_inner_best_f1,0.018326411023736,0.7272727272727273,0.9333333333333333,0.5957446808510638,472,132,14,118,13,0.6105857430691576,0.125,0.5,0.07142857142857142,117,1,13,1,32,2033,0.0013340737204998732,0.7272727272727273,0.9333333333333333,0.5957446808510638,0.5680413861451014,0.0,0.0,0.0,117,1,14,0,16,0.0,0.0,0.0,0.042544356924056226,0.125,0.5,0.07142857142857142,0,0,-1,1
turning,cnn_ae,ver_topk,42,4,nested_grouped_reused_pairwise_inner_best_f1,0.014387230388820171,0.7272727272727273,0.9333333333333333,0.5957446808510638,472,132,14,118,13,0.6255167034302372,0.23529411764705882,0.6666666666666666,0.14285714285714285,117,1,12,2,32,2033,0.0013340737204998732,0.7272727272727273,0.9333333333333333,0.5957446808510638,0.6039344531825735,0.23529411764705882,0.6666666666666666,0.14285714285714285,117,1,12,2,16,0.0,0.0,0.0,0.021582250247663692,0.0,0.0,0.0,0,0,0,0
turning,cnn_ae,global_mse,42,0,nested_grouped_reused_pairwise_inner_best_f1,0.012536825612187386,0.47619047619047616,0.5263157894736842,0.43478260869565216,469,136,15,121,11,1.0,1.0,1.0,1.0,121,0,0,15,64,3921,0.005303489975631237,0.6741573033707865,0.6976744186046512,0.6521739130434783,0.9759432234432234,0.42105263157894735,1.0,0.26666666666666666,121,0,11,4,16,-0.19796682718031033,-0.171358629130967,-0.2173913043478261,0.024056776556776627,0.5789473684210527,0.0,0.7333333333333334,0,0,-11,11
turning,cnn_ae,global_mae,42,0,nested_grouped_reused_pairwise_inner_best_f1,0.0749289020895958,0.47727272727272724,0.5,0.45652173913043476,469,136,15,121,11,0.9958333333333333,0.9655172413793104,1.0,0.9333333333333333,121,0,1,14,64,3921,0.005303489975631237,0.5925925925925927,0.6857142857142857,0.5217391304347826,1.0,0.3333333333333333,1.0,0.2,121,0,12,3,16,-0.11531986531986543,-0.18571428571428572,-0.06521739130434784,-0.004166666666666652,0.632183908045977,0.0,0.7333333333333334,0,0,-11,11
turning,cnn_ae,ver_max,42,0,nested_grouped_reused_pairwise_inner_best_f1,0.014113682322204113,0.5052631578947369,0.4897959183673469,0.5217391304347826,469,136,15,121,11,0.913506956006956,0.8823529411764706,0.7894736842105263,1.0,117,4,0,15,64,3921,0.005303489975631237,0.7083333333333334,0.68,0.7391304347826086,0.8412847337847338,0.72,0.9,0.6,120,1,6,9,16,-0.2030701754385965,-0.19020408163265312,-0.21739130434782605,0.07222222222222219,0.1623529411764706,-0.1105263157894737,0.4,-3,3,-6,6
turning,cnn_ae,ver_topk,42,0,nested_grouped_reused_pairwise_inner_best_f1,0.016494808718562126,0.506024096385542,0.5675675675675675,0.45652173913043476,469,136,15,121,11,0.9913888888888889,0.967741935483871,0.9375,1.0,120,1,0,15,64,3921,0.005303489975631237,0.6813186813186812,0.6888888888888889,0.6739130434782609,0.8746180671180671,0.6086956521739131,0.875,0.4666666666666667,120,1,8,7,16,-0.1752945849331392,-0.12132132132132134,-0.2173913043478261,0.11677082177082176,0.3590462833099579,0.0625,0.5333333333333333,0,0,-8,8
turning,cnn_ae,global_mse,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.02092035859823227,0.6486486486486487,1.0,0.48,466,135,11,124,15,0.7269604133240497,0.6956521739130435,0.6666666666666666,0.7272727272727273,120,4,3,8,64,4000,0.00588094862177968,0.6666666666666666,0.8709677419354839,0.54,0.7269604133240497,0.6956521739130435,0.6666666666666666,0.7272727272727273,120,4,3,8,16,-0.018018018018017945,0.12903225806451613,-0.06000000000000005,0.0,0.0,0.0,0.0,0,0,0,0
turning,cnn_ae,global_mae,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.09601562470197678,0.6486486486486487,1.0,0.48,466,135,11,124,15,0.6867691744446549,0.7272727272727273,0.7272727272727273,0.7272727272727273,121,3,3,8,64,4000,0.00588094862177968,0.675,0.9,0.54,0.6867691744446549,0.7272727272727273,0.7272727272727273,0.7272727272727273,121,3,3,8,16,-0.02635135135135136,0.09999999999999998,-0.06000000000000005,0.0,0.0,0.0,0.0,0,0,0,0
turning,cnn_ae,ver_max,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.015973368659615517,0.6582278481012658,0.896551724137931,0.52,466,135,11,124,15,0.7087110079204941,0.5238095238095238,0.3548387096774194,1.0,104,20,0,11,64,4000,0.00588094862177968,0.6582278481012658,0.896551724137931,0.52,0.7087110079204941,0.3333333333333333,0.42857142857142855,0.2727272727272727,120,4,8,3,16,0.0,0.0,0.0,0.0,0.19047619047619052,-0.07373271889400917,0.7272727272727273,-16,16,-8,8
turning,cnn_ae,ver_topk,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.014713781885802746,0.6582278481012658,0.896551724137931,0.52,466,135,11,124,15,0.7068994137175956,0.5365853658536586,0.36666666666666664,1.0,105,19,0,11,64,4000,0.00588094862177968,0.6666666666666666,0.9285714285714286,0.52,0.7068994137175956,0.6363636363636364,0.6363636363636364,0.6363636363636364,120,4,4,7,16,-0.008438818565400852,-0.03201970443349755,0.0,0.0,-0.09977827050997778,-0.2696969696969697,0.36363636363636365,-15,15,-4,4
turning,cnn_ae,global_mse,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.0034172553569078445,0.823529411764706,0.7205882352941176,0.9607843137254902,472,128,10,118,13,0.7510313216195569,0.72,0.6,0.9,112,6,1,9,64,2168,0.0010215904330834746,0.763358778625954,0.625,0.9803921568627451,0.7621027501909854,0.6363636363636364,0.5833333333333334,0.7,113,5,3,7,16,0.06017063313875193,0.09558823529411764,-0.019607843137254832,-0.01107142857142851,0.08363636363636362,0.016666666666666607,0.20000000000000007,-1,1,-2,2
turning,cnn_ae,global_mae,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.03470984473824501,0.8468468468468469,0.7833333333333333,0.9215686274509803,472,128,10,118,13,0.8536111111111112,0.75,0.6428571428571429,0.9,113,5,1,9,64,2168,0.0010215904330834746,0.7479674796747967,0.6388888888888888,0.9019607843137255,0.867936507936508,0.7619047619047619,0.7272727272727273,0.8,115,3,2,8,16,0.09887936717205015,0.1444444444444445,0.019607843137254832,-0.014325396825396797,-0.011904761904761862,-0.08441558441558439,0.09999999999999998,-2,2,-1,1
turning,cnn_ae,ver_max,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.005407222080975771,0.7580645161290323,0.6438356164383562,0.9215686274509803,472,128,10,118,13,0.6133549783549783,0.6666666666666666,0.5714285714285714,0.8,112,6,2,8,64,2168,0.0010215904330834746,0.6950354609929078,0.5444444444444444,0.9607843137254902,0.6319901881743988,0.5833333333333334,0.5,0.7,111,7,3,7,16,0.06302905513612445,0.09939117199391179,-0.03921568627450989,-0.018635209819420462,0.08333333333333326,0.0714285714285714,0.10000000000000009,1,-1,-1,1
turning,cnn_ae,ver_topk,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.00486190477386117,0.7666666666666666,0.6666666666666666,0.9019607843137255,472,128,10,118,13,0.70927105058684,0.72,0.6,0.9,112,6,1,9,64,2168,0.0010215904330834746,0.7042253521126761,0.5494505494505495,0.9803921568627451,0.7288823216686994,0.5833333333333334,0.5,0.7,111,7,3,7,16,0.06244131455399049,0.11721611721611713,-0.07843137254901955,-0.01961127108185934,0.1366666666666666,0.09999999999999998,0.20000000000000007,1,-1,-2,2
turning,cnn_ae,global_mse,42,3,nested_grouped_reused_pairwise_inner_best_f1,0.003340419614687562,0.75,0.6428571428571429,0.9,481,120,11,109,11,0.9924242424242424,0.8148148148148148,0.6875,1.0,104,5,0,11,64,1721,0.0009526487556286156,0.55,0.4,0.88,0.9805194805194806,0.8461538461538461,0.7333333333333333,1.0,105,4,0,11,16,0.19999999999999996,0.24285714285714288,0.020000000000000018,0.011904761904761862,-0.031339031339031376,-0.04583333333333328,0.0,-1,1,0,0
turning,cnn_ae,global_mae,42,3,nested_grouped_reused_pairwise_inner_best_f1,0.031410254538059235,0.7343749999999999,0.6025641025641025,0.94,481,120,11,109,11,0.9924242424242424,0.8461538461538461,0.7333333333333333,1.0,105,4,0,11,64,1721,0.0009526487556286156,0.5522388059701493,0.44047619047619047,0.74,0.9924242424242424,0.8461538461538461,0.7333333333333333,1.0,105,4,0,11,16,0.1821361940298506,0.16208791208791207,0.19999999999999996,0.0,0.0,0.0,0.0,0,0,0,0
turning,cnn_ae,ver_max,42,3,nested_grouped_reused_pairwise_inner_best_f1,0.004008276388049126,0.6760563380281689,0.5217391304347826,0.96,481,120,11,109,11,1.0,0.7096774193548387,0.55,1.0,100,9,0,11,64,1721,0.0009526487556286156,0.5436893203883495,0.5283018867924528,0.56,0.9757575757575757,0.8,0.7142857142857143,0.9090909090909091,105,4,1,10,16,0.1323670176398194,-0.00656275635767023,0.3999999999999999,0.024242424242424288,-0.0903225806451613,-0.16428571428571426,0.09090909090909094,-5,5,-1,1
turning,cnn_ae,ver_topk,42,3,nested_grouped_reused_pairwise_inner_best_f1,0.0037232686299830675,0.711111111111111,0.5647058823529412,0.96,481,120,11,109,11,1.0,0.7096774193548387,0.55,1.0,100,9,0,11,64,1721,0.0009526487556286156,0.5402298850574713,0.3790322580645161,0.94,0.9757575757575757,0.7096774193548387,0.55,1.0,100,9,0,11,16,0.17088122605363976,0.18567362428842504,0.020000000000000018,0.024242424242424288,0.0,0.0,0.0,0,0,0,0
turning,cnn_ae,global_mse,42,4,nested_grouped_reused_pairwise_inner_best_f1,0.006281232461333275,0.7356321839080461,0.8,0.6808510638297872,472,132,14,118,13,0.7768601912235453,0.509090909090909,0.34146341463414637,1.0,91,27,0,14,64,4000,0.004443556070327759,0.7297297297297298,1.0,0.574468085106383,0.6730875404788449,0.0,0.0,0.0,118,0,14,0,16,0.005902454178316252,-0.19999999999999996,0.10638297872340419,0.10377265074470043,0.509090909090909,0.34146341463414637,1.0,-27,27,-14,14
turning,cnn_ae,global_mae,42,4,nested_grouped_reused_pairwise_inner_best_f1,0.0493151918053627,0.7901234567901235,0.9411764705882353,0.6808510638297872,472,132,14,118,13,0.7129062813936764,0.5098039215686274,0.35135135135135137,0.9285714285714286,94,24,1,13,64,4000,0.004443556070327759,0.7123287671232876,1.0,0.5531914893617021,0.7298705468809598,0.0,0.0,0.0,117,1,14,0,16,0.07779468966683589,-0.05882352941176472,0.12765957446808507,-0.01696426548728336,0.5098039215686274,0.35135135135135137,0.9285714285714286,-23,23,-13,13
turning,cnn_ae,ver_max,42,4,nested_grouped_reused_pairwise_inner_best_f1,0.012023741379380226,0.7250000000000001,0.8787878787878788,0.6170212765957447,472,132,14,118,13,0.7540143388357675,0.5909090909090909,0.43333333333333335,0.9285714285714286,101,17,1,13,64,4000,0.004443556070327759,0.7272727272727273,0.9333333333333333,0.5957446808510638,0.5680413861451014,0.0,0.0,0.0,117,1,14,0,16,-0.002272727272727204,-0.054545454545454564,0.021276595744680882,0.18597295269066616,0.5909090909090909,0.43333333333333335,0.9285714285714286,-16,16,-13,13
turning,cnn_ae,ver_topk,42,4,nested_grouped_reused_pairwise_inner_best_f1,0.013427789323031902,0.7200000000000001,0.9642857142857143,0.574468085106383,472,132,14,118,13,0.75156881593217,0.6666666666666666,0.5454545454545454,0.8571428571428571,108,10,2,12,64,4000,0.004443556070327759,0.7272727272727273,0.9333333333333333,0.5957446808510638,0.6039344531825735,0.23529411764705882,0.6666666666666666,0.14285714285714285,117,1,12,2,16,-0.0072727272727272085,0.030952380952380953,-0.02127659574468077,0.1476343627495964,0.4313725490196078,-0.12121212121212122,0.7142857142857142,-9,9,-10,10
turning,cnn_ae,global_mse,42,0,nested_grouped_reused_pairwise_inner_best_f1,0.01975804939866066,0.5294117647058824,0.8181818181818182,0.391304347826087,469,136,15,121,11,0.8968402893402894,0.0,0.0,0.0,121,0,15,0,128,2596,0.0011149978963658214,0.6741573033707865,0.6976744186046512,0.6521739130434783,0.9759432234432234,0.42105263157894735,1.0,0.26666666666666666,121,0,11,4,16,-0.14474553866490414,0.12050739957716705,-0.2608695652173913,-0.07910293410293401,-0.42105263157894735,-1.0,-0.26666666666666666,0,0,4,-4
turning,cnn_ae,global_mae,42,0,nested_grouped_reused_pairwise_inner_best_f1,0.10397546738386154,0.5151515151515151,0.85,0.3695652173913043,469,136,15,121,11,1.0,0.0,0.0,0.0,121,0,15,0,128,2596,0.0011149978963658214,0.5925925925925927,0.6857142857142857,0.5217391304347826,1.0,0.3333333333333333,1.0,0.2,121,0,12,3,16,-0.07744107744107753,0.16428571428571426,-0.15217391304347827,0.0,-0.3333333333333333,-1.0,-0.2,0,0,3,-3
turning,cnn_ae,ver_max,42,0,nested_grouped_reused_pairwise_inner_best_f1,0.02763042226433754,0.5352112676056338,0.76,0.41304347826086957,469,136,15,121,11,0.8412847337847338,0.0,0.0,0.0,120,1,15,0,128,2596,0.0011149978963658214,0.7083333333333334,0.68,0.7391304347826086,0.8412847337847338,0.72,0.9,0.6,120,1,6,9,16,-0.17312206572769961,0.07999999999999996,-0.3260869565217391,0.0,-0.72,-0.9,-0.6,0,0,9,-9
turning,cnn_ae,ver_topk,42,0,nested_grouped_reused_pairwise_inner_best_f1,0.033187929540872574,0.5294117647058824,0.8181818181818182,0.391304347826087,469,136,15,121,11,0.8343402893402894,0.0,0.0,0.0,121,0,15,0,128,2596,0.0011149978963658214,0.6813186813186812,0.6888888888888889,0.6739130434782609,0.8746180671180671,0.6086956521739131,0.875,0.4666666666666667,120,1,8,7,16,-0.15190691661279887,0.12929292929292935,-0.2826086956521739,-0.040277777777777746,-0.6086956521739131,-0.875,-0.4666666666666667,1,-1,7,-7
turning,cnn_ae,global_mse,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.02092035859823227,0.6486486486486487,1.0,0.48,466,135,11,124,15,0.7269604133240497,0.6956521739130435,0.6666666666666666,0.7272727272727273,120,4,3,8,128,4000,0.00588094862177968,0.6666666666666666,0.8709677419354839,0.54,0.7269604133240497,0.6956521739130435,0.6666666666666666,0.7272727272727273,120,4,3,8,16,-0.018018018018017945,0.12903225806451613,-0.06000000000000005,0.0,0.0,0.0,0.0,0,0,0,0
turning,cnn_ae,global_mae,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.09601562470197678,0.6486486486486487,1.0,0.48,466,135,11,124,15,0.6867691744446549,0.7272727272727273,0.7272727272727273,0.7272727272727273,121,3,3,8,128,4000,0.00588094862177968,0.675,0.9,0.54,0.6867691744446549,0.7272727272727273,0.7272727272727273,0.7272727272727273,121,3,3,8,16,-0.02635135135135136,0.09999999999999998,-0.06000000000000005,0.0,0.0,0.0,0.0,0,0,0,0
turning,cnn_ae,ver_max,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.022938337177038193,0.6493506493506493,0.9259259259259259,0.5,466,135,11,124,15,0.7087110079204941,0.625,0.47619047619047616,0.9090909090909091,113,11,1,10,128,4000,0.00588094862177968,0.6582278481012658,0.896551724137931,0.52,0.7087110079204941,0.3333333333333333,0.42857142857142855,0.2727272727272727,120,4,8,3,16,-0.008877198750616433,0.02937420178799488,-0.020000000000000018,0.0,0.2916666666666667,0.047619047619047616,0.6363636363636364,-7,7,-7,7
turning,cnn_ae,ver_topk,42,1,nested_grouped_reused_pairwise_inner_best_f1,0.01496250182390213,0.6582278481012658,0.896551724137931,0.52,466,135,11,124,15,0.7068994137175956,0.5365853658536586,0.36666666666666664,1.0,105,19,0,11,128,4000,0.00588094862177968,0.6666666666666666,0.9285714285714286,0.52,0.7068994137175956,0.6363636363636364,0.6363636363636364,0.6363636363636364,120,4,4,7,16,-0.008438818565400852,-0.03201970443349755,0.0,0.0,-0.09977827050997778,-0.2696969696969697,0.36363636363636365,-15,15,-4,4
turning,cnn_ae,global_mse,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.003340707626193762,0.8135593220338982,0.7164179104477612,0.9411764705882353,472,128,10,118,13,0.7559122740005093,0.75,0.6428571428571429,0.9,113,5,1,9,128,1154,0.0010130786104127765,0.763358778625954,0.625,0.9803921568627451,0.7621027501909854,0.6363636363636364,0.5833333333333334,0.7,113,5,3,7,16,0.05020054340794422,0.09141791044776115,-0.039215686274509776,-0.00619047619047608,0.11363636363636365,0.059523809523809534,0.20000000000000007,0,0,-2,2
turning,cnn_ae,global_mae,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.034374892711639404,0.8440366972477066,0.7931034482758621,0.9019607843137255,472,128,10,118,13,0.8353711484593838,0.6666666666666666,0.5714285714285714,0.8,112,6,2,8,128,1154,0.0010130786104127765,0.7479674796747967,0.6388888888888888,0.9019607843137255,0.867936507936508,0.7619047619047619,0.7272727272727273,0.8,115,3,2,8,16,0.09606921757290987,0.15421455938697326,0.0,-0.032565359477124245,-0.09523809523809523,-0.1558441558441559,0.0,-3,3,0,0
turning,cnn_ae,ver_max,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.005775792524218559,0.7377049180327869,0.6338028169014085,0.8823529411764706,472,128,10,118,13,0.5841682826976944,0.5,0.5,0.5,113,5,5,5,128,1154,0.0010130786104127765,0.6950354609929078,0.5444444444444444,0.9607843137254902,0.6319901881743988,0.5833333333333334,0.5,0.7,111,7,3,7,16,0.04266945703987912,0.0893583724569641,-0.07843137254901966,-0.047821905476704396,-0.08333333333333337,0.0,-0.19999999999999996,2,-2,2,-2
turning,cnn_ae,ver_topk,42,2,nested_grouped_reused_pairwise_inner_best_f1,0.006833215709775686,0.7722772277227723,0.78,0.7647058823529411,472,128,10,118,13,0.6973159223817118,0.5,0.6666666666666666,0.4,116,2,6,4,128,1154,0.0010130786104127765,0.7042253521126761,0.5494505494505495,0.9803921568627451,0.7288823216686994,0.5833333333333334,0.5,0.7,111,7,3,7,16,0.06805187561009618,0.23054945054945053,-0.21568627450980393,-0.03156639928698757,-0.08333333333333337,0.16666666666666663,-0.29999999999999993,5,-5,3,-3
turning,cnn_ae,global_mse,42,3,nested_grouped_reused_pairwise_inner_best_f1,0.0034266351722180843,0.7567567567567568,0.6885245901639344,0.84,481,120,11,109,11,0.986013986013986,0.7857142857142857,0.6470588235294118,1.0,103,6,0,11,128,1491,0.001017258269712329,0.55,0.4,0.88,0.9805194805194806,0.8461538461538461,0.7333333333333333,1.0,105,4,0,11,16,0.20675675675675675,0.2885245901639344,-0.040000000000000036,0.005494505494505475,-0.06043956043956045,-0.08627450980392148,0.0,-2,2,0,0
